symbol,name,exchange,yahoo_ticker,series_or_group,isin,bse_sector,bse_mktcap_cr,isin_norm
539116,O. P. Chains Ltd,BSE,539116.BO,MT,INE118Q01018,None,20.38,INE118Q01018
539115,Alan Scott Enterprises Ltd,BSE,539115.BO,X,INE273F01022,None,159.09,INE273F01022
539112,SAB Industries Ltd,BSE,539112.BO,X,INE137M01017,None,250.97,INE137M01017
539111,Sheshadri Industries Ltd,BSE,539111.BO,X,INE193R01019,None,8.85,INE193R01019
539149,Integrated Capital Services Ltd,BSE,539149.BO,X,INE682B01023,None,16.9,INE682B01023
539174,Helpage Finlease Ltd,BSE,539174.BO,X,INE738P01015,None,21.87,INE738P01015
539176,Hawa Engineers Ltd,BSE,539176.BO,X,INE230I01018,None,27.41,INE230I01018
539189,Adhbhut Infrastructure Ltd,BSE,539189.BO,X,INE578L01014,None,15.4,INE578L01014
539190,Decillion Finance Ltd,BSE,539190.BO,X,INE848N01017,None,15.4,INE848N01017
539195,POCL Enterprises Ltd,BSE,539195.BO,X,INE035S01028,None,510.87,INE035S01028
539196,Amba Enterprises Ltd,BSE,539196.BO,X,INE829P01020,None,139.71,INE829P01020
539206,Genomic Valley Biotech Ltd,BSE,539206.BO,X,INE574D01010,None,8.34,INE574D01010
539216,Garment Mantra Lifestyle Ltd,BSE,539216.BO,X,INE653S01028,None,67.07,INE653S01028
539217,Srestha Finvest Ltd,BSE,539217.BO,X,INE606K01049,None,39.36,INE606K01049
539218,Saumya Consultants Ltd,BSE,539218.BO,X,INE563C01015,None,101.05,INE563C01015
539099,Athena Constructions Ltd,BSE,539099.BO,M,INE291R01011,None,3.08,INE291R01011
539098,Filtra Consultants and Engineers Ltd,BSE,539098.BO,M,INE541R01019,None,55.4,INE541R01019
539097,UR Sugar Industries Ltd,BSE,539097.BO,B,INE904R01027,None,14.81,INE904R01027
539011,Chennai Ferrous Industries Ltd,BSE,539011.BO,X,INE777O01016,None,32.08,INE777O01016
538926,Naturite Agro Products Ltd,BSE,538926.BO,X,INE223R01014,None,97.26,INE223R01014
538928,Karnavati Finance Ltd,BSE,538928.BO,X,INE554R01020,None,13.17,INE554R01020
538952,Abhinav Leasing & Finance Ltd,BSE,538952.BO,X,INE211D01027,None,5.5,INE211D01027
538964,Mercury Laboratories Ltd,BSE,538964.BO,X,INE947G01011,None,93.31,INE947G01011
538965,Concord Drugs Ltd,BSE,538965.BO,X,INE858L01010,None,104.21,INE858L01010
538987,Talbros Engineering Ltd,BSE,538987.BO,X,INE717E01013,None,346.29,INE717E01013
538992,SAR Auto Products Ltd,BSE,538992.BO,X,INE002E01010,None,1239.69,INE002E01010
538993,Purohit Construction Ltd,BSE,538993.BO,X,INE147J01012,None,6.01,INE147J01012
539012,Megri Soft Ltd,BSE,539012.BO,X,INE756R01013,None,25.44,INE756R01013
539091,Consecutive Commodities Ltd,BSE,539091.BO,X,INE187R01029,None,65.98,INE187R01029
539013,Gita Renewable Energy Ltd,BSE,539013.BO,X,INE776O01018,None,34.0,INE776O01018
539014,Kalpa Commercial Ltd,BSE,539014.BO,X,INE059Q01014,None,10.9,INE059Q01014
539016,Neil Industries Ltd,BSE,539016.BO,X,INE396C01010,None,12.69,INE396C01010
539026,SSPN Finance Ltd,BSE,539026.BO,M,INE820R01017,None,3.81,INE820R01017
539031,SBI Mutual Fund - SBI - ETF BSE 100,BSE,539031.BO,A,INF200KA1572,None,,INF200KA1572
539041,Ganesha Ecoverse Ltd,BSE,539041.BO,M,INE369Q01017,None,61.49,INE369Q01017
539090,Rajputana Investment and Finance Ltd,BSE,539090.BO,X,INE751R01014,None,10.32,INE751R01014
539219,Mauria Udyog Ltd,BSE,539219.BO,X,INE150D01027,None,120.41,INE150D01027
539405,Decorous Investment & Trading Co Ltd,BSE,539405.BO,X,INE183R01010,None,5.39,INE183R01010
539435,Richfield Financial Services Ltd,BSE,539435.BO,X,INE201C01012,None,26.84,INE201C01012
539434,Brilliant Portfolios Ltd,BSE,539434.BO,X,INE661F01010,None,3.03,INE661F01010
539428,Tejnaksh Healthcare Ltd,BSE,539428.BO,X,INE030T01027,None,27.97,INE030T01027
539409,Neeraj Paper Marketing Ltd,BSE,539409.BO,X,INE894J01019,None,23.1,INE894J01019
539406,Swagtam Trading & Services Ltd,BSE,539406.BO,X,INE150R01019,None,7.86,INE150R01019
539222,Growington Ventures India Ltd,BSE,539222.BO,T,INE451S01027,None,46.24,INE451S01027
539402,Naksh Precious Metals Ltd,BSE,539402.BO,T,INE256S01012,None,4.42,INE256S01012
539401,Patdiam Jewellery Ltd,BSE,539401.BO,M,INE473T01011,None,108.64,INE473T01011
539398,Vishal Bearings Ltd,BSE,539398.BO,B,INE060T01024,None,65.83,INE060T01024
539449,IGC Industries Ltd,BSE,539449.BO,X,INE099S01016,None,8.06,INE099S01016
539455,Aryavan Enterprise Ltd,BSE,539455.BO,X,INE360S01012,None,34.77,INE360S01012
539468,Typhoon Financial Services Ltd,BSE,539468.BO,X,INE761R01013,None,13.05,INE761R01013
539469,Panorama Studios International Ltd,BSE,539469.BO,B,INE258R01028,None,1296.43,INE258R01028
539470,Shree Ganesh Biotech (India) Ltd,BSE,539470.BO,X,INE051N01026,None,23.92,INE051N01026
539479,GTV Engineering Ltd,BSE,539479.BO,X,INE910R01024,None,360.25,INE910R01024
539480,LIC MF EXCHANGE TRADED FUND- NIFTY 50,BSE,539480.BO,B,INF767K01OS7,None,,INF767K01OS7
539487,LIC MF EXCHANGE TRADED FUND- SENSEX,BSE,539487.BO,A,INF767K01OT5,None,,INF767K01OT5
539492,Garbi Finvest Ltd,BSE,539492.BO,X,INE721C01019,None,11.89,INE721C01019
539494,Smart Finsec Ltd,BSE,539494.BO,X,INE766D01020,None,24.03,INE766D01020
539495,Rajkot Investment Trust Ltd,BSE,539495.BO,X,INE176R01014,None,4.3,INE176R01014
539506,Adcon Capital Services Ltd,BSE,539506.BO,X,INE805Q01028,None,9.92,INE805Q01028
539354,Polyspin Exports Ltd,BSE,539354.BO,X,INE914G01029,None,31.88,INE914G01029
539353,Sal Automotive Ltd,BSE,539353.BO,X,INE724G01014,None,89.51,INE724G01014
539352,P. B. Films Ltd,BSE,539352.BO,MT,INE212Q01019,None,0.98,INE212Q01019
539278,Symbiox Investment & Trading Company Ltd,BSE,539278.BO,X,INE653R01012,None,4.97,INE653R01012
539227,Loyal Equipments Ltd,BSE,539227.BO,X,INE876S01017,None,172.05,INE876S01017
539230,Chemiesynth (Vapi) Ltd,BSE,539230.BO,X,INE829R01018,None,20.52,INE829R01018
539253,Surya India Ltd,BSE,539253.BO,X,INE446E01019,None,12.75,INE446E01019
539255,Star Delta Transformers Ltd,BSE,539255.BO,X,INE541K01014,None,177.22,INE541K01014
539265,Amrapali Fincap Ltd,BSE,539265.BO,MT,INE990S01016,None,29.16,INE990S01016
539267,Samsrita Labs Ltd,BSE,539267.BO,X,INE579N01018,None,31.83,INE579N01018
539273,Pecos Hotels and Pubs Ltd,BSE,539273.BO,M,INE484S01010,None,31.44,INE484S01010
539275,Mangalam Seeds Ltd,BSE,539275.BO,X,INE829S01016,None,138.24,INE829S01016
539300,Sunrakshakk Industries India Ltd,BSE,539300.BO,X,INE671K01027,None,1020.59,INE671K01027
539312,UTI BSE SENSEX ETF,BSE,539312.BO,A,INF789FB1X58,None,,INF789FB1X58
539313,UTI NIFTY 50 ETF,BSE,539313.BO,B,INF789F1AZC0,None,,INF789F1AZC0
539314,Universal Autofoundry Ltd,BSE,539314.BO,B,INE203T01012,None,64.9,INE203T01012
539337,Waaree Technologies Ltd,BSE,539337.BO,MT,INE725P01012,None,269.9,INE725P01012
538923,Sofcom Systems Ltd,BSE,538923.BO,X,INE499Q01012,None,47.71,INE499Q01012
538922,COSYN Ltd,BSE,538922.BO,X,INE029B01019,None,15.3,INE029B01019
538921,Raghuvansh Agrofarms Ltd,BSE,538921.BO,M,INE865P01016,None,50.05,INE865P01016
537707,Laddu Gopal Online Services Ltd,BSE,537707.BO,X,INE546I01025,None,7.82,INE546I01025
537800,Mangalam Industrial Finance Ltd,BSE,537800.BO,X,INE717C01025,None,88.36,INE717C01025
537784,Karnimata Cold Storage Ltd,BSE,537784.BO,M,INE576P01019,None,4.74,INE576P01019
537766,B.C. Power Controls Ltd,BSE,537766.BO,X,INE905P01028,None,13.47,INE905P01028
537708,Kotak Nifty 50 ETF,BSE,537708.BO,B,INF174K014P6,None,,INF174K014P6
537669,Laxmipati Engineering Works Ltd,BSE,537669.BO,M,INE920P01019,None,146.68,INE920P01019
537582,Unishire Urban Infra Ltd,BSE,537582.BO,MT,INE210P01015,None,3.41,INE210P01015
537573,Polymac Thermoformers Ltd,BSE,537573.BO,M,INE826P01018,None,6.54,INE826P01018
537536,Denis Chem Lab Ltd,BSE,537536.BO,X,INE051G01012,None,99.84,INE051G01012
537483,NIPPON INDIA ETF NIFTY 100,BSE,537483.BO,B,INF204K014N5,None,,INF204K014N5
537326,Chemtech Industrial Valves Ltd,BSE,537326.BO,X,INE212P01011,None,122.53,INE212P01011
537839,HBG Hotels Ltd,BSE,537839.BO,X,INE977M01024,None,199.04,INE977M01024
537840,Raunaq International Ltd,BSE,537840.BO,X,INE523K01012,None,9.24,INE523K01012
537985,Infronics Systems Ltd,BSE,537985.BO,X,INE463B01036,None,12.57,INE463B01036
538057,CPSE ETF,BSE,538057.BO,A,INF457M01133,None,,INF457M01133
538081,Haria Apparels Ltd,BSE,538081.BO,X,INE493N01012,None,8.41,INE493N01012
538092,Shri Vasuprada Plantations Ltd,BSE,538092.BO,X,INE574G01013,None,81.59,INE574G01013
538212,Sharp Investments Ltd,BSE,538212.BO,X,INE909D01026,None,9.44,INE909D01026
538273,Response Informatics Ltd,BSE,538273.BO,X,INE401B01010,None,19.01,INE401B01010
538319,GCM Capital Advisors Ltd,BSE,538319.BO,MT,INE191P01017,None,6.56,INE191P01017
538382,West Leisure Resorts Ltd,BSE,538382.BO,X,INE266P01017,None,26.15,INE266P01017
538395,Nam Securities Ltd,BSE,538395.BO,X,INE792G01011,None,44.68,INE792G01011
538401,Maestros Electronics & Telecommunications Systems Ltd,BSE,538401.BO,X,INE318N01011,None,75.44,INE318N01011
538422,Jackson Investments Ltd,BSE,538422.BO,X,INE508N01025,None,13.08,INE508N01025
537253,Sunil Healthcare Ltd,BSE,537253.BO,X,INE671C01016,None,65.02,INE671C01016
535917,GCM Commodity & Derivatives Ltd,BSE,535917.BO,M,INE200P01016,None,3.35,INE200P01016
535620,Binny Mills Ltd,BSE,535620.BO,X,INE160L01011,None,93.98,INE160L01011
535621,S V Global Mill Ltd,BSE,535621.BO,X,INE159L01013,None,254.61,INE159L01013
535647,SDC Techmedia Ltd,BSE,535647.BO,MT,INE807O01011,None,11.72,INE807O01011
535657,ObjectOne Information Systems Ltd,BSE,535657.BO,X,INE860E01011,None,7.82,INE860E01011
535667,India Finsec Ltd,BSE,535667.BO,X,INE474O01010,None,560.48,INE474O01010
535693,Brahmaputra Infrastructure Ltd,BSE,535693.BO,X,INE320I01017,None,480.4,INE320I01017
535730,Khoobsurat Ltd,BSE,535730.BO,X,INE731G01027,None,24.45,INE731G01027
535910,Money Masters Leasing & Finance Ltd,BSE,535910.BO,B,INE340O01021,None,7.33,INE340O01021
535916,Alacrity Securities Ltd,BSE,535916.BO,B,INE030P01017,None,316.68,INE030P01017
537069,Arnold Holdings Ltd,BSE,537069.BO,X,INE185K01036,None,31.62,INE185K01036
536073,Julien Agro Infratech Ltd,BSE,536073.BO,X,INE890N01027,None,17.4,INE890N01027
536493,JK Agri Genetics Ltd,BSE,536493.BO,X,INE690O01011,None,146.57,INE690O01011
536565,Novelix Pharmaceuticals Ltd,BSE,536565.BO,X,INE314I01036,None,160.04,INE314I01036
536659,PVV Infra Ltd,BSE,536659.BO,X,INE428B01021,None,46.04,INE428B01021
536710,SRG Fingrow Finance Ltd,BSE,536710.BO,M,INE326P01019,None,10.75,INE326P01019
536737,Amrapali Capital and Finance Services Ltd,BSE,536737.BO,MT,INE218P01018,None,35.11,INE218P01018
536738,Stellar Capital Services Ltd,BSE,536738.BO,M,INE325P01011,None,14.9,INE325P01011
536846,Yuranus Infrastructure Ltd,BSE,536846.BO,X,INE156M01017,None,42.0,INE156M01017
536960,Motilal Oswal Nifty Midcap 100 ETF,BSE,536960.BO,B,INF247L01023,None,,INF247L01023
536974,Captain Polyplast Ltd,BSE,536974.BO,X,INE536P01021,None,429.2,INE536P01021
537007,ICICI Prudential Nifty 50 ETF,BSE,537007.BO,B,INF109K012R6,None,,INF109K012R6
537008,ICICI Prudential Nifty 100 ETF,BSE,537008.BO,B,INF109KC16V9,None,,INF109KC16V9
538464,Thirani Projects Ltd,BSE,538464.BO,X,INE901C01017,None,7.8,INE901C01017
538465,Amarnath Securities Ltd,BSE,538465.BO,X,INE745P01010,None,3.93,INE745P01010
538834,JMJ Fintech Ltd,BSE,538834.BO,X,INE242Q01016,None,35.72,INE242Q01016
538716,Aryaman Capital Markets Ltd,BSE,538716.BO,B,INE229R01011,None,508.73,INE229R01011
538731,Hanman Fit Ltd,BSE,538731.BO,M,INE982Q01017,None,4.28,INE982Q01017
538742,Panabyte Technologies Ltd,BSE,538742.BO,X,INE516E01019,None,11.54,INE516E01019
538743,Mudunuru Ltd,BSE,538743.BO,X,INE491C01027,None,24.15,INE491C01027
538765,JLA Infraville Shoppers Ltd,BSE,538765.BO,M,INE401Q01018,None,3.92,INE401Q01018
538770,Crane Infrastructure Ltd,BSE,538770.BO,X,INE176L01017,None,10.13,INE176L01017
538772,Niyogin Fintech Ltd,BSE,538772.BO,X,INE480D01010,None,512.85,INE480D01010
538788,Gilada Finance & Investments Ltd,BSE,538788.BO,X,INE918C01029,None,17.31,INE918C01029
538794,Jet Solar Ltd,BSE,538794.BO,M,INE155R01018,None,14.05,INE155R01018
538817,Captain Pipes Ltd,BSE,538817.BO,B,INE513R01026,None,154.26,INE513R01026
538833,Kaizen Agro Infrabuild Ltd,BSE,538833.BO,X,INE891N01017,None,46.27,INE891N01017
538714,Sangam Finserv Ltd,BSE,538714.BO,X,INE475D01010,None,179.51,INE475D01010
538837,Jeevan Scientific Technology Ltd,BSE,538837.BO,X,INE237B01018,None,154.41,INE237B01018
538857,Scintilla Commercial & Credit Ltd,BSE,538857.BO,X,INE892C01018,None,10.44,INE892C01018
538862,My Money Securities Ltd,BSE,538862.BO,X,INE232L01018,None,68.29,INE232L01018
538863,Sri Amarnath Finance Ltd,BSE,538863.BO,X,INE985Q01010,None,7.75,INE985Q01010
538868,Continental Securities Ltd,BSE,538868.BO,X,INE183Q01020,None,43.58,INE183Q01020
538874,Nexus Surgical And Medicare Ltd,BSE,538874.BO,X,INE370Q01015,None,10.95,INE370Q01015
538882,Emerald Finance Ltd,BSE,538882.BO,X,INE030Q01015,None,183.96,INE030Q01015
538890,M.K. Exim (India) Ltd,BSE,538890.BO,X,INE227F01010,None,206.52,INE227F01010
538894,Octal Credit Capital Ltd,BSE,538894.BO,X,INE513C01010,None,10.5,INE513C01010
538918,Vani Commercials Ltd,BSE,538918.BO,X,INE661Q01017,None,25.5,INE661Q01017
538715,Dhabriya Polywood Ltd,BSE,538715.BO,X,INE260R01016,None,378.2,INE260R01016
538713,Atishay Ltd,BSE,538713.BO,X,INE011R01013,None,231.28,INE011R01013
538476,Capital Trade Links Ltd,BSE,538476.BO,X,INE172D01021,None,205.63,INE172D01021
538598,Vishal Fabrics Ltd,BSE,538598.BO,B,INE755Q01025,None,501.16,INE755Q01025
538496,Tarini International Ltd,BSE,538496.BO,M,INE849M01017,None,11.05,INE849M01017
538521,Yaan Enterprises Ltd,BSE,538521.BO,X,INE969E01010,None,29.76,INE969E01010
538539,Annvrridhhi  Ventures Ltd,BSE,538539.BO,X,INE075K01013,None,16.75,INE075K01013
538546,Bansal Roofing Products Ltd,BSE,538546.BO,B,INE319Q01012,None,162.75,INE319Q01012
538556,Arman Holdings Ltd,BSE,538556.BO,X,INE510P01018,None,56.64,INE510P01018
538564,James Warren Tea Ltd,BSE,538564.BO,X,INE718P01017,None,118.12,INE718P01017
538565,Vistar Amar Ltd,BSE,538565.BO,X,INE878P01019,None,102.87,INE878P01019
538568,Fruition Venture Ltd,BSE,538568.BO,X,INE836C01015,None,13.22,INE836C01015
538569,Triveni Enterprises Ltd,BSE,538569.BO,X,INE916P01025,None,6.24,INE916P01025
538576,Bhanderi Infracon Ltd,BSE,538576.BO,MT,INE336Q01016,None,36.35,INE336Q01016
538579,Zinema Media And Entertainment Ltd,BSE,538579.BO,MT,INE641Q01019,None,13.3,INE641Q01019
538596,Cemantic Infra-Tech Ltd,BSE,538596.BO,X,INE222B01028,None,13.28,INE222B01028
538607,Toyam Sports Ltd,BSE,538607.BO,X,INE457P01020,None,41.02,INE457P01020
538708,Econo Trade (India) Ltd,BSE,538708.BO,X,INE937K01014,None,14.69,INE937K01014
538609,Gajanan Securities Services Ltd,BSE,538609.BO,X,INE868G01019,None,17.37,INE868G01019
538610,Unison Metals Ltd,BSE,538610.BO,X,INE099D01026,None,26.36,INE099D01026
538634,Vasundhara Rasayans Ltd,BSE,538634.BO,X,INE406F01010,None,51.47,INE406F01010
538646,QGO Finance Ltd,BSE,538646.BO,X,INE837C01013,None,30.94,INE837C01013
538647,Purshottam Investofin Ltd,BSE,538647.BO,X,INE729C01020,None,26.47,INE729C01020
538652,Hind Commerce Ltd,BSE,538652.BO,X,INE691J01019,None,1.2,INE691J01019
538667,Sirohia & Sons Ltd,BSE,538667.BO,MT,INE785O01019,None,8.21,INE785O01019
538668,Meghna Infracon Infrastructure Ltd,BSE,538668.BO,B,INE898Q01015,None,1684.03,INE898Q01015
538683,Nippon India ETF S&P BSE Sensex,BSE,538683.BO,A,INF204KA1UN7,None,,INF204KA1UN7
538706,Ultracab (India) Ltd,BSE,538706.BO,X,INE010R01023,None,91.36,INE010R01023
538707,Rajasthan Cylinders & Containers Ltd,BSE,538707.BO,X,INE929D01016,None,10.57,INE929D01016
544453,Monarch Surveyors and Engineering Consultants Ltd,BSE,544453.BO,MT,INE0V0L01028,None,309.52,INE0V0L01028
544452,Swastika Castal Ltd,BSE,544452.BO,M,INE0PTF01017,None,33.92,INE0PTF01017
544451,Monika Alcobev Ltd,BSE,544451.BO,M,INE0LCG01010,None,485.84,INE0LCG01010
544474,BLT Logistics Ltd,BSE,544474.BO,M,INE0W4K01013,None,14.39,INE0W4K01013
544445,Asston Pharmaceuticals Ltd,BSE,544445.BO,M,INE0SJX01015,None,61.03,INE0SJX01015
544444,Glen Industries Ltd,BSE,544444.BO,M,INE0UMC01019,None,168.38,INE0UMC01019
544442,Chemkart India Ltd,BSE,544442.BO,MT,INE0VWL01017,None,169.39,INE0VWL01017
544441,Meta Infotech Ltd,BSE,544441.BO,MT,INE162901016,None,131.98,INE162901016
544458,Shree Refrigerations Ltd,BSE,544458.BO,M,INE0FMZ01045,None,1084.09,INE0FMZ01045
544460,Patel Chem Specialities Ltd,BSE,544460.BO,M,INE161701011,None,218.86,INE161701011
544463,Repono Ltd,BSE,544463.BO,M,INE15WN01014,None,66.3,INE15WN01014
544464,Umiya Mobile Ltd,BSE,544464.BO,M,INE1P1A01018,None,73.92,INE1P1A01018
544467,National Securities Depository Ltd,BSE,544467.BO,B,INE301O01023,None,16482.0,INE301O01023
544468,B. D. Industries (Pune) Ltd,BSE,544468.BO,M,INE1LJ801017,None,160.57,INE1LJ801017
544471,Takyon Networks Ltd,BSE,544471.BO,M,INE14OX01013,None,33.51,INE14OX01013
544472,Mehul Colours Ltd,BSE,544472.BO,M,INE1KH601014,None,70.52,INE1KH601014
544440,Cryogenic Ogs Ltd,BSE,544440.BO,M,INE0TL001013,None,343.93,INE0TL001013
544438,Mirae Asset Nifty India Internet ETF,BSE,544438.BO,B,INF769K01PB6,None,,INF769K01PB6
544409,Astonea Labs Ltd,BSE,544409.BO,MT,INE0TG901011,None,255.42,INE0TG901011
544412,3B Films Ltd,BSE,544412.BO,MT,INE0TE101010,None,57.55,INE0TE101010
544415,Nippon India BSE Sensex Next 30 ETF,BSE,544415.BO,B,INF204KC1EZ3,None,,INF204KC1EZ3
544417,Aten Papers & Foam Ltd,BSE,544417.BO,MT,INE0XCV01014,None,23.69,INE0XCV01014
544422,Abram Food Ltd,BSE,544422.BO,M,INE0ZDY01011,None,41.39,INE0ZDY01011
544437,Marc Loire Fashions Ltd,BSE,544437.BO,M,INE0TBQ01014,None,30.79,INE0TBQ01014
544425,AJC Jewel Manufacturers Ltd,BSE,544425.BO,M,INE0XRR01010,None,56.13,INE0XRR01010
544426,Icon Facilitators Ltd,BSE,544426.BO,MT,INE0Y0E01012,None,47.24,INE0Y0E01012
544427,ICICI Prudential Nifty Top 15 Equal Weight ETF,BSE,544427.BO,B,INF109K1A344,None,,INF109K1A344
544428,Supertech Ev Ltd,BSE,544428.BO,M,INE0SC101013,None,48.61,INE0SC101013
544431,Ace Alpha Tech Ltd,BSE,544431.BO,M,INE0S9X01011,None,213.86,INE0S9X01011
544433,Valencia India Ltd,BSE,544433.BO,M,INE130701019,None,22.55,INE130701019
544434,Neetu Yoshi Ltd,BSE,544434.BO,MT,INE0UZO01024,None,553.27,INE0UZO01024
544435,Adcounty Media India Ltd,BSE,544435.BO,M,INE0W1601012,None,230.07,INE0W1601012
544436,Vandan Foods Ltd,BSE,544436.BO,M,INE0RDJ01019,None,26.66,INE0RDJ01019
544473,Groww BSE Power ETF,BSE,544473.BO,B,INF666M01LM6,None,,INF666M01LM6
544475,Essex Marine Ltd,BSE,544475.BO,MT,INE1IBY01019,None,65.79,INE1IBY01019
544546,Chatterbox Technologies Ltd,BSE,544546.BO,MT,INE1B4801017,None,77.79,INE1B4801017
544524,JD Cables Ltd,BSE,544524.BO,M,INE14VP01014,None,457.0,INE14VP01014
544520,Sampat Aluminium Ltd,BSE,544520.BO,M,INE10XS01012,None,33.08,INE10XS01012
544518,L. T. Elevator Ltd,BSE,544518.BO,M,INE0TJ801010,None,456.66,INE0TJ801010
544516,Airfloa Rail Technology Ltd,BSE,544516.BO,M,INE0XBS01012,None,775.31,INE0XBS01012
544514,Jay Ambe Supermarkets Ltd,BSE,544514.BO,MT,INE1DRH01011,None,132.27,INE1DRH01011
544529,Aptus Pharma Ltd,BSE,544529.BO,MT,INE15XJ01010,None,393.68,INE15XJ01010
544531,True Colors Ltd,BSE,544531.BO,M,INE1LDV01015,None,338.01,INE1LDV01015
544535,Bharatrohan Airborne Innovations Ltd,BSE,544535.BO,M,INE0QMV01017,None,229.21,INE0QMV01017
544538,Praruh Technologies Ltd,BSE,544538.BO,M,INE0TI501017,None,77.31,INE0TI501017
544539,Solvex Edibles Ltd,BSE,544539.BO,MT,INE1IIQ01028,None,27.34,INE1IIQ01028
544541,Systematic Industries Ltd,BSE,544541.BO,MT,INE1KLZ01011,None,400.85,INE1KLZ01011
544542,Justo Realfintech Ltd,BSE,544542.BO,M,INE0W5Q01017,None,178.54,INE0W5Q01017
544544,Telge Projects Ltd,BSE,544544.BO,M,INE0SRP01014,None,104.07,INE0SRP01014
544511,Karbonsteel Engineering Ltd,BSE,544511.BO,M,INE0V8A01016,None,141.42,INE0V8A01016
544494,Globtier Infotech Ltd,BSE,544494.BO,MT,INE12P601017,None,24.1,INE12P601017
544482,Star Imaging And Path Lab Ltd,BSE,544482.BO,MT,INE0YG001013,None,142.84,INE0YG001013
544483,Icodex Publishing Solutions Ltd,BSE,544483.BO,M,INE111601014,None,70.37,INE111601014
544489,LGT Business Connextions Ltd,BSE,544489.BO,M,INE191201016,None,44.11,INE191201016
544493,Nippon India Nifty India Manufacturing ETF,BSE,544493.BO,B,INF204KC1GH6,None,,INF204KC1GH6
544495,NIS Management Ltd,BSE,544495.BO,M,INE0M3X01010,None,99.0,INE0M3X01010
544510,Nilachal Carbo Metalicks Ltd,BSE,544510.BO,M,INE346R01013,None,239.05,INE346R01013
544498,Oval Projects Engineering Ltd,BSE,544498.BO,M,INE0RTI01017,None,130.85,INE0RTI01017
544500,Abril Paper Tech Ltd,BSE,544500.BO,M,INE15MX01014,None,30.57,INE15MX01014
544501,Sugs Lloyd Ltd,BSE,544501.BO,MT,INE0XX801016,None,284.26,INE0XX801016
544503,Rachit Prints Ltd,BSE,544503.BO,MT,INE0ZN101029,None,100.86,INE0ZN101029
544504,Goel Construction Company Ltd,BSE,544504.BO,M,INE0ZOM01013,None,615.84,INE0ZOM01013
544505,Austere Systems Ltd,BSE,544505.BO,M,INE104201012,None,49.25,INE104201012
544506,Sharvaya Metals Ltd,BSE,544506.BO,M,INE0UJF01018,None,86.66,INE0UJF01018
544507,Zerodha Nifty Smallcap 100 ETF,BSE,544507.BO,B,INF0R8F01141,None,,INF0R8F01141
544508,Vashishtha Luxury Fashion Ltd,BSE,544508.BO,M,INE0WRP01016,None,17.44,INE0WRP01016
544509,Krupalu Metals Ltd,BSE,544509.BO,M,INE0XZB01017,None,20.55,INE0XZB01017
544406,Unified Data Tech Solutions Ltd,BSE,544406.BO,M,INE1ABX01018,None,808.02,INE1ABX01018
544304,Jungle Camps India Ltd,BSE,544304.BO,M,INE0WCH01015,None,79.04,INE0WCH01015
544303,Toss The Coin Ltd,BSE,544303.BO,M,INE0XAY01012,None,46.49,INE0XAY01012
544296,Nisus Finance Services Co Ltd,BSE,544296.BO,M,INE0DQN01013,None,478.28,INE0DQN01013
544291,Rajesh Power Services Ltd,BSE,544291.BO,M,INE0VN801010,None,1535.4,INE0VN801010
544287,Mangal Compusolution Ltd,BSE,544287.BO,M,INE0RU901015,None,62.04,INE0RU901015
544308,Hilltone Software and Gases Ltd,BSE,544308.BO,X,INE168C01013,None,59.77,INE168C01013
544310,Yash Highvoltage Ltd,BSE,544310.BO,M,INE00GK01023,None,2141.32,INE00GK01023
544312,Hamps Bio Ltd,BSE,544312.BO,MT,INE0QBD01018,None,22.65,INE0QBD01018
544313,NACDAC Infrastructure Ltd,BSE,544313.BO,M,INE0LB101011,None,28.63,INE0LB101011
544265,Nexxus Petro Industries Ltd,BSE,544265.BO,M,INE0QUL01011,None,50.65,INE0QUL01011
544251,Share Samadhan Ltd,BSE,544251.BO,M,INE0LY301010,None,41.72,INE0LY301010
544257,Sodhani Academy of Fintech Enablers Ltd,BSE,544257.BO,M,INE0Q3401017,None,101.37,INE0Q3401017
544259,Popular Foundations Ltd,BSE,544259.BO,M,INE0PZB01013,None,57.87,INE0PZB01013
544266,Mirae Asset Nifty PSU Bank ETF,BSE,544266.BO,B,INF769K01LZ4,None,,INF769K01LZ4
544267,Subam Papers Ltd,BSE,544267.BO,M,INE0U6201010,None,622.54,INE0U6201010
544268,Mirae Asset Nifty Metal ETF,BSE,544268.BO,B,INF769K01LY7,None,,INF769K01LY7
544269,Neopolitan Pizza And Foods Ltd,BSE,544269.BO,M,INE471R01019,None,13.21,INE471R01019
544270,Khyati Global Ventures Ltd,BSE,544270.BO,M,INE0S9501014,None,37.02,INE0S9501014
544272,Shiv Texchem Ltd,BSE,544272.BO,MT,INE0YRO01015,None,281.08,INE0YRO01015
544275,ICICI Prudential Nifty200 Value 30 ETF,BSE,544275.BO,B,INF109KC16X5,None,,INF109KC16X5
